date,mode,system,trips
2022-01-13,rail_komuter_utara,rail,4990
2022-01-14,rail_komuter_utara,rail,5715
2022-01-15,rail_komuter_utara,rail,5709
2022-01-16,rail_komuter_utara,rail,6241
2022-01-17,rail_komuter_utara,rail,5426
2022-01-18,rail_komuter_utara,rail,4944
2022-01-19,rail_komuter_utara,rail,4907
2022-01-20,rail_komuter_utara,rail,5020
2022-01-21,rail_komuter_utara,rail,5788
2022-01-22,rail_komuter_utara,rail,5257
2022-01-23,rail_komuter_utara,rail,5952
2022-01-24,rail_komuter_utara,rail,5137
2022-01-25,rail_komuter_utara,rail,4717
2022-01-26,rail_komuter_utara,rail,4652
2022-01-27,rail_komuter_utara,rail,5281
2022-01-28,rail_komuter_utara,rail,6871
2022-01-29,rail_komuter_utara,rail,6872
2022-01-30,rail_komuter_utara,rail,7248
2022-01-31,rail_komuter_utara,rail,7906
2022-02-01,rail_komuter_utara,rail,7581
2022-02-02,rail_komuter_utara,rail,8086
2022-02-03,rail_komuter_utara,rail,7146
2022-02-04,rail_komuter_utara,rail,6578
2022-02-05,rail_komuter_utara,rail,6107
2022-02-06,rail_komuter_utara,rail,6338
2022-02-07,rail_komuter_utara,rail,5313
2022-02-08,rail_komuter_utara,rail,4916
2022-02-09,rail_komuter_utara,rail,4527
2022-02-10,rail_komuter_utara,rail,4684
2022-02-11,rail_komuter_utara,rail,5416
2022-02-12,rail_komuter_utara,rail,4984
2022-02-13,rail_komuter_utara,rail,5426
2022-02-14,rail_komuter_utara,rail,4938
2022-02-15,rail_komuter_utara,rail,4123
2022-02-16,rail_komuter_utara,rail,4238
2022-02-17,rail_komuter_utara,rail,4514
2022-02-18,rail_komuter_utara,rail,5159
2022-02-19,rail_komuter_utara,rail,4588
2022-02-20,rail_komuter_utara,rail,4868
2022-02-21,rail_komuter_utara,rail,4722
2022-02-22,rail_komuter_utara,rail,4002
2022-02-23,rail_komuter_utara,rail,4131
2022-02-24,rail_komuter_utara,rail,4258
2022-02-25,rail_komuter_utara,rail,4871
2022-02-26,rail_komuter_utara,rail,4343
2022-02-27,rail_komuter_utara,rail,4807
2022-02-28,rail_komuter_utara,rail,4771
2022-03-01,rail_komuter_utara,rail,3925
2022-03-02,rail_komuter_utara,rail,4141
2022-03-03,rail_komuter_utara,rail,4485
2022-03-04,rail_komuter_utara,rail,5406
2022-03-05,rail_komuter_utara,rail,4722
2022-03-06,rail_komuter_utara,rail,5286
2022-03-07,rail_komuter_utara,rail,4967
2022-03-08,rail_komuter_utara,rail,4517
2022-03-09,rail_komuter_utara,rail,4646
2022-03-10,rail_komuter_utara,rail,5001
2022-03-11,rail_komuter_utara,rail,5530
2022-03-12,rail_komuter_utara,rail,4950
2022-03-13,rail_komuter_utara,rail,5911
2022-03-14,rail_komuter_utara,rail,5210
2022-03-15,rail_komuter_utara,rail,4808
2022-03-16,rail_komuter_utara,rail,4874
2022-03-17,rail_komuter_utara,rail,5144
2022-03-18,rail_komuter_utara,rail,5977
2022-03-19,rail_komuter_utara,rail,5672
2022-03-20,rail_komuter_utara,rail,6254
2022-03-21,rail_komuter_utara,rail,4868
2022-03-22,rail_komuter_utara,rail,4513
2022-03-23,rail_komuter_utara,rail,4601
2022-03-24,rail_komuter_utara,rail,5416
2022-03-25,rail_komuter_utara,rail,6854
2022-03-26,rail_komuter_utara,rail,6588
2022-03-27,rail_komuter_utara,rail,6953
2022-03-28,rail_komuter_utara,rail,5375
2022-03-29,rail_komuter_utara,rail,5306
2022-03-30,rail_komuter_utara,rail,5550
2022-03-31,rail_komuter_utara,rail,7215
2022-04-01,rail_komuter_utara,rail,8959
2022-04-02,rail_komuter_utara,rail,7978
2022-04-03,rail_komuter_utara,rail,5661
2022-04-04,rail_komuter_utara,rail,5823
2022-04-05,rail_komuter_utara,rail,4635
2022-04-06,rail_komuter_utara,rail,4680
2022-04-07,rail_komuter_utara,rail,5218
2022-04-08,rail_komuter_utara,rail,7074
2022-04-09,rail_komuter_utara,rail,5386
2022-04-10,rail_komuter_utara,rail,6757
2022-04-11,rail_komuter_utara,rail,5403
2022-04-12,rail_komuter_utara,rail,4374
2022-04-13,rail_komuter_utara,rail,4679
2022-04-14,rail_komuter_utara,rail,6083
2022-04-15,rail_komuter_utara,rail,7218
2022-04-16,rail_komuter_utara,rail,6149
2022-04-17,rail_komuter_utara,rail,6751
2022-04-18,rail_komuter_utara,rail,5487
2022-04-19,rail_komuter_utara,rail,4863
2022-04-20,rail_komuter_utara,rail,4958
2022-04-21,rail_komuter_utara,rail,5712
2022-04-22,rail_komuter_utara,rail,7034
2022-04-23,rail_komuter_utara,rail,6179
2022-04-24,rail_komuter_utara,rail,6516
2022-04-25,rail_komuter_utara,rail,5738
2022-04-26,rail_komuter_utara,rail,5297
2022-04-27,rail_komuter_utara,rail,6072
2022-04-28,rail_komuter_utara,rail,8165
2022-04-29,rail_komuter_utara,rail,9431
2022-04-30,rail_komuter_utara,rail,7854
2022-05-01,rail_komuter_utara,rail,6904
2022-05-02,rail_komuter_utara,rail,4550
2022-05-03,rail_komuter_utara,rail,5990
2022-05-04,rail_komuter_utara,rail,9143
2022-05-05,rail_komuter_utara,rail,9646
2022-05-06,rail_komuter_utara,rail,9379
2022-05-07,rail_komuter_utara,rail,9897
2022-05-08,rail_komuter_utara,rail,11373
2022-05-09,rail_komuter_utara,rail,6805
2022-05-10,rail_komuter_utara,rail,6074
2022-05-11,rail_komuter_utara,rail,6055
2022-05-12,rail_komuter_utara,rail,7787
2022-05-13,rail_komuter_utara,rail,10933
2022-05-14,rail_komuter_utara,rail,10595
2022-05-15,rail_komuter_utara,rail,11324
2022-05-16,rail_komuter_utara,rail,9461
2022-05-17,rail_komuter_utara,rail,8108
2022-05-18,rail_komuter_utara,rail,5954
2022-05-19,rail_komuter_utara,rail,7608
2022-05-20,rail_komuter_utara,rail,8987
2022-05-21,rail_komuter_utara,rail,9077
2022-05-22,rail_komuter_utara,rail,9041
2022-05-23,rail_komuter_utara,rail,6452
2022-05-24,rail_komuter_utara,rail,5606
2022-05-25,rail_komuter_utara,rail,5959
2022-05-26,rail_komuter_utara,rail,7736
2022-05-27,rail_komuter_utara,rail,10107
2022-05-28,rail_komuter_utara,rail,9015
2022-05-29,rail_komuter_utara,rail,9394
2022-05-30,rail_komuter_utara,rail,6909
2022-05-31,rail_komuter_utara,rail,6069
2022-06-01,rail_komuter_utara,rail,6158
2022-06-02,rail_komuter_utara,rail,8526
2022-06-03,rail_komuter_utara,rail,11766
2022-06-04,rail_komuter_utara,rail,11518
2022-06-05,rail_komuter_utara,rail,11493
2022-06-06,rail_komuter_utara,rail,13928
2022-06-07,rail_komuter_utara,rail,10122
2022-06-08,rail_komuter_utara,rail,8847
2022-06-09,rail_komuter_utara,rail,10076
2022-06-10,rail_komuter_utara,rail,10852
2022-06-11,rail_komuter_utara,rail,10254
2022-06-12,rail_komuter_utara,rail,9900
2022-06-13,rail_komuter_utara,rail,7135
2022-06-14,rail_komuter_utara,rail,6076
2022-06-15,rail_komuter_utara,rail,6354
2022-06-16,rail_komuter_utara,rail,8485
2022-06-17,rail_komuter_utara,rail,10030
2022-06-18,rail_komuter_utara,rail,9167
2022-06-19,rail_komuter_utara,rail,11355
2022-06-20,rail_komuter_utara,rail,7926
2022-06-21,rail_komuter_utara,rail,6527
2022-06-22,rail_komuter_utara,rail,6251
2022-06-23,rail_komuter_utara,rail,7881
2022-06-24,rail_komuter_utara,rail,9482
2022-06-25,rail_komuter_utara,rail,9101
2022-06-26,rail_komuter_utara,rail,9453
2022-06-27,rail_komuter_utara,rail,7354
2022-06-28,rail_komuter_utara,rail,6833
2022-06-29,rail_komuter_utara,rail,6807
2022-06-30,rail_komuter_utara,rail,7334
2022-07-01,rail_komuter_utara,rail,9424
2022-07-02,rail_komuter_utara,rail,9751
2022-07-03,rail_komuter_utara,rail,10476
2022-07-04,rail_komuter_utara,rail,7538
2022-07-05,rail_komuter_utara,rail,6777
2022-07-06,rail_komuter_utara,rail,8466
2022-07-07,rail_komuter_utara,rail,10870
2022-07-08,rail_komuter_utara,rail,13003
2022-07-09,rail_komuter_utara,rail,10149
2022-07-10,rail_komuter_utara,rail,6150
2022-07-11,rail_komuter_utara,rail,11220
2022-07-12,rail_komuter_utara,rail,11048
2022-07-13,rail_komuter_utara,rail,8664
2022-07-14,rail_komuter_utara,rail,7877
2022-07-15,rail_komuter_utara,rail,9121
2022-07-16,rail_komuter_utara,rail,8607
2022-07-17,rail_komuter_utara,rail,8878
2022-07-18,rail_komuter_utara,rail,7453
2022-07-19,rail_komuter_utara,rail,6458
2022-07-20,rail_komuter_utara,rail,6439
2022-07-21,rail_komuter_utara,rail,8180
2022-07-22,rail_komuter_utara,rail,9570
2022-07-23,rail_komuter_utara,rail,8880
2022-07-24,rail_komuter_utara,rail,9251
2022-07-25,rail_komuter_utara,rail,7501
2022-07-26,rail_komuter_utara,rail,6603
2022-07-27,rail_komuter_utara,rail,6481
2022-07-28,rail_komuter_utara,rail,8331
2022-07-29,rail_komuter_utara,rail,10623
2022-07-30,rail_komuter_utara,rail,10368
2022-07-31,rail_komuter_utara,rail,10436
2022-08-01,rail_komuter_utara,rail,7754
2022-08-02,rail_komuter_utara,rail,6901
2022-08-03,rail_komuter_utara,rail,6582
2022-08-04,rail_komuter_utara,rail,8615
2022-08-05,rail_komuter_utara,rail,10390
2022-08-06,rail_komuter_utara,rail,10027
2022-08-07,rail_komuter_utara,rail,10452
2022-08-08,rail_komuter_utara,rail,7644
2022-08-09,rail_komuter_utara,rail,6677
2022-08-10,rail_komuter_utara,rail,6985
2022-08-11,rail_komuter_utara,rail,8797
2022-08-12,rail_komuter_utara,rail,10536
2022-08-13,rail_komuter_utara,rail,9652
2022-08-14,rail_komuter_utara,rail,10448
2022-08-15,rail_komuter_utara,rail,7752
2022-08-16,rail_komuter_utara,rail,6837
2022-08-17,rail_komuter_utara,rail,6850
2022-08-18,rail_komuter_utara,rail,8663
2022-08-19,rail_komuter_utara,rail,10060
2022-08-20,rail_komuter_utara,rail,9882
2022-08-21,rail_komuter_utara,rail,9676
2022-08-22,rail_komuter_utara,rail,7486
2022-08-23,rail_komuter_utara,rail,6275
2022-08-24,rail_komuter_utara,rail,6622
2022-08-25,rail_komuter_utara,rail,7962
2022-08-26,rail_komuter_utara,rail,10226
2022-08-27,rail_komuter_utara,rail,10101
2022-08-28,rail_komuter_utara,rail,10416
2022-08-29,rail_komuter_utara,rail,7681
2022-08-30,rail_komuter_utara,rail,9065
2022-08-31,rail_komuter_utara,rail,9253
2022-09-01,rail_komuter_utara,rail,9881
2022-09-02,rail_komuter_utara,rail,12984
2022-09-03,rail_komuter_utara,rail,12371
2022-09-04,rail_komuter_utara,rail,13236
2022-09-05,rail_komuter_utara,rail,11093
2022-09-06,rail_komuter_utara,rail,10440
2022-09-07,rail_komuter_utara,rail,11231
2022-09-08,rail_komuter_utara,rail,11915
2022-09-09,rail_komuter_utara,rail,13347
2022-09-10,rail_komuter_utara,rail,12390
2022-09-11,rail_komuter_utara,rail,12059
2022-09-12,rail_komuter_utara,rail,8089
2022-09-13,rail_komuter_utara,rail,7345
2022-09-14,rail_komuter_utara,rail,7582
2022-09-15,rail_komuter_utara,rail,16660
2022-09-16,rail_komuter_utara,rail,12644
2022-09-17,rail_komuter_utara,rail,10747
2022-09-18,rail_komuter_utara,rail,15070
2022-09-19,rail_komuter_utara,rail,8344
2022-09-20,rail_komuter_utara,rail,7101
2022-09-21,rail_komuter_utara,rail,6791
2022-09-22,rail_komuter_utara,rail,8742
2022-09-23,rail_komuter_utara,rail,10813
2022-09-24,rail_komuter_utara,rail,10289
2022-09-25,rail_komuter_utara,rail,10456
2022-09-26,rail_komuter_utara,rail,7982
2022-09-27,rail_komuter_utara,rail,6999
2022-09-28,rail_komuter_utara,rail,7094
2022-09-29,rail_komuter_utara,rail,9136
2022-09-30,rail_komuter_utara,rail,11180
2022-10-01,rail_komuter_utara,rail,11022
2022-10-02,rail_komuter_utara,rail,11404
2022-10-03,rail_komuter_utara,rail,8301
2022-10-04,rail_komuter_utara,rail,7135
2022-10-05,rail_komuter_utara,rail,7453
2022-10-06,rail_komuter_utara,rail,11324
2022-10-07,rail_komuter_utara,rail,14433
2022-10-08,rail_komuter_utara,rail,12835
2022-10-09,rail_komuter_utara,rail,13077
2022-10-10,rail_komuter_utara,rail,14019
2022-10-11,rail_komuter_utara,rail,8154
2022-10-12,rail_komuter_utara,rail,7540
2022-10-13,rail_komuter_utara,rail,9996
2022-10-14,rail_komuter_utara,rail,10711
2022-10-15,rail_komuter_utara,rail,10873
2022-10-16,rail_komuter_utara,rail,10602
2022-10-17,rail_komuter_utara,rail,8122
2022-10-18,rail_komuter_utara,rail,6988
2022-10-19,rail_komuter_utara,rail,7265
2022-10-20,rail_komuter_utara,rail,13535
2022-10-21,rail_komuter_utara,rail,18373
2022-10-22,rail_komuter_utara,rail,13900
2022-10-23,rail_komuter_utara,rail,12162
2022-10-24,rail_komuter_utara,rail,14955
2022-10-25,rail_komuter_utara,rail,12411
2022-10-26,rail_komuter_utara,rail,9555
2022-10-27,rail_komuter_utara,rail,8777
2022-10-28,rail_komuter_utara,rail,10422
2022-10-29,rail_komuter_utara,rail,10998
2022-10-30,rail_komuter_utara,rail,10523
2022-10-31,rail_komuter_utara,rail,7764
2022-11-01,rail_komuter_utara,rail,6879
2022-11-02,rail_komuter_utara,rail,6965
2022-11-03,rail_komuter_utara,rail,10167
2022-11-04,rail_komuter_utara,rail,12440
2022-11-05,rail_komuter_utara,rail,11409
2022-11-06,rail_komuter_utara,rail,12272
2022-11-07,rail_komuter_utara,rail,8181
2022-11-08,rail_komuter_utara,rail,6809
2022-11-09,rail_komuter_utara,rail,6967
2022-11-10,rail_komuter_utara,rail,9128
2022-11-11,rail_komuter_utara,rail,11310
2022-11-12,rail_komuter_utara,rail,10688
2022-11-13,rail_komuter_utara,rail,10737
2022-11-14,rail_komuter_utara,rail,8599
2022-11-15,rail_komuter_utara,rail,9153
2022-11-16,rail_komuter_utara,rail,14015
2022-11-17,rail_komuter_utara,rail,16175
2022-11-18,rail_komuter_utara,rail,13496
2022-11-19,rail_komuter_utara,rail,9644
2022-11-20,rail_komuter_utara,rail,14166
2022-11-21,rail_komuter_utara,rail,14706
2022-11-22,rail_komuter_utara,rail,8145
2022-11-23,rail_komuter_utara,rail,7219
2022-11-24,rail_komuter_utara,rail,8741
2022-11-25,rail_komuter_utara,rail,11694
2022-11-26,rail_komuter_utara,rail,11681
2022-11-27,rail_komuter_utara,rail,10487
2022-11-28,rail_komuter_utara,rail,12147
2022-11-29,rail_komuter_utara,rail,7934
2022-11-30,rail_komuter_utara,rail,7133
2022-12-01,rail_komuter_utara,rail,9827
2022-12-02,rail_komuter_utara,rail,13483
2022-12-03,rail_komuter_utara,rail,12908
2022-12-04,rail_komuter_utara,rail,12385
2022-12-05,rail_komuter_utara,rail,9094
2022-12-06,rail_komuter_utara,rail,8035
2022-12-07,rail_komuter_utara,rail,8622
2022-12-08,rail_komuter_utara,rail,10488
2022-12-09,rail_komuter_utara,rail,12191
2022-12-10,rail_komuter_utara,rail,12153
2022-12-11,rail_komuter_utara,rail,13914
2022-12-12,rail_komuter_utara,rail,11254
2022-12-13,rail_komuter_utara,rail,9548
2022-12-14,rail_komuter_utara,rail,9349
2022-12-15,rail_komuter_utara,rail,11023
2022-12-16,rail_komuter_utara,rail,12379
2022-12-17,rail_komuter_utara,rail,11433
2022-12-18,rail_komuter_utara,rail,12330
2022-12-19,rail_komuter_utara,rail,10759
2022-12-20,rail_komuter_utara,rail,9935
2022-12-21,rail_komuter_utara,rail,10174
2022-12-22,rail_komuter_utara,rail,13852
2022-12-23,rail_komuter_utara,rail,15101
2022-12-24,rail_komuter_utara,rail,12813
2022-12-25,rail_komuter_utara,rail,12183
2022-12-26,rail_komuter_utara,rail,15038
2022-12-27,rail_komuter_utara,rail,11678
2022-12-28,rail_komuter_utara,rail,11099
2022-12-29,rail_komuter_utara,rail,12335
2022-12-30,rail_komuter_utara,rail,13121
2022-12-31,rail_komuter_utara,rail,12707
2023-01-01,rail_komuter_utara,rail,11735
2023-01-02,rail_komuter_utara,rail,12462
2023-01-03,rail_komuter_utara,rail,8518
2023-01-04,rail_komuter_utara,rail,7339
2023-01-05,rail_komuter_utara,rail,9093
2023-01-06,rail_komuter_utara,rail,10122
2023-01-07,rail_komuter_utara,rail,9692
2023-01-08,rail_komuter_utara,rail,10401
2023-01-09,rail_komuter_utara,rail,8167
2023-01-10,rail_komuter_utara,rail,7017
2023-01-11,rail_komuter_utara,rail,7165
2023-01-12,rail_komuter_utara,rail,8766
2023-01-13,rail_komuter_utara,rail,10225
2023-01-14,rail_komuter_utara,rail,9281
2023-01-15,rail_komuter_utara,rail,9935
2023-01-16,rail_komuter_utara,rail,7893
2023-01-17,rail_komuter_utara,rail,7156
2023-01-18,rail_komuter_utara,rail,8078
2023-01-19,rail_komuter_utara,rail,15426
2023-01-20,rail_komuter_utara,rail,15034
2023-01-21,rail_komuter_utara,rail,12761
2023-01-22,rail_komuter_utara,rail,11589
2023-01-23,rail_komuter_utara,rail,12827
2023-01-24,rail_komuter_utara,rail,16257
2023-01-25,rail_komuter_utara,rail,10853
2023-01-26,rail_komuter_utara,rail,9909
2023-01-27,rail_komuter_utara,rail,10908
2023-01-28,rail_komuter_utara,rail,10511
2023-01-29,rail_komuter_utara,rail,10573
2023-01-30,rail_komuter_utara,rail,9011
2023-01-31,rail_komuter_utara,rail,8134
2023-02-01,rail_komuter_utara,rail,8160
2023-02-02,rail_komuter_utara,rail,10681
2023-02-03,rail_komuter_utara,rail,12445
2023-02-04,rail_komuter_utara,rail,11793
2023-02-05,rail_komuter_utara,rail,13497
2023-02-06,rail_komuter_utara,rail,11436
2023-02-07,rail_komuter_utara,rail,8979
2023-02-08,rail_komuter_utara,rail,8248
2023-02-09,rail_komuter_utara,rail,9825
2023-02-10,rail_komuter_utara,rail,11152
2023-02-11,rail_komuter_utara,rail,10140
2023-02-12,rail_komuter_utara,rail,11165
2023-02-13,rail_komuter_utara,rail,8625
2023-02-14,rail_komuter_utara,rail,7953
2023-02-15,rail_komuter_utara,rail,8414
2023-02-16,rail_komuter_utara,rail,10758
2023-02-17,rail_komuter_utara,rail,12467
2023-02-18,rail_komuter_utara,rail,11071
2023-02-19,rail_komuter_utara,rail,12316
2023-02-20,rail_komuter_utara,rail,10115
2023-02-21,rail_komuter_utara,rail,9134
2023-02-22,rail_komuter_utara,rail,9510
2023-02-23,rail_komuter_utara,rail,11125
2023-02-24,rail_komuter_utara,rail,13379
2023-02-25,rail_komuter_utara,rail,11742
2023-02-26,rail_komuter_utara,rail,12936
2023-02-27,rail_komuter_utara,rail,10615
2023-02-28,rail_komuter_utara,rail,9779
2023-03-01,rail_komuter_utara,rail,9798
2023-03-02,rail_komuter_utara,rail,11889
2023-03-03,rail_komuter_utara,rail,13287
2023-03-04,rail_komuter_utara,rail,12514
2023-03-05,rail_komuter_utara,rail,13980
2023-03-06,rail_komuter_utara,rail,10923
2023-03-07,rail_komuter_utara,rail,9948
2023-03-08,rail_komuter_utara,rail,10516
2023-03-09,rail_komuter_utara,rail,11807
2023-03-10,rail_komuter_utara,rail,14261
2023-03-11,rail_komuter_utara,rail,13198
2023-03-12,rail_komuter_utara,rail,14024
2023-03-13,rail_komuter_utara,rail,11290
2023-03-14,rail_komuter_utara,rail,10072
2023-03-15,rail_komuter_utara,rail,10054
2023-03-16,rail_komuter_utara,rail,10881
2023-03-17,rail_komuter_utara,rail,12319
2023-03-18,rail_komuter_utara,rail,11457
2023-03-19,rail_komuter_utara,rail,12376
2023-03-20,rail_komuter_utara,rail,8989
2023-03-21,rail_komuter_utara,rail,8910
2023-03-22,rail_komuter_utara,rail,13293
2023-03-23,rail_komuter_utara,rail,7863
2023-03-24,rail_komuter_utara,rail,12789
2023-03-25,rail_komuter_utara,rail,9471
2023-03-26,rail_komuter_utara,rail,12531
2023-03-27,rail_komuter_utara,rail,8212
2023-03-28,rail_komuter_utara,rail,6848
2023-03-29,rail_komuter_utara,rail,6807
2023-03-30,rail_komuter_utara,rail,9875
2023-03-31,rail_komuter_utara,rail,13559
2023-04-01,rail_komuter_utara,rail,9749
2023-04-02,rail_komuter_utara,rail,11558
2023-04-03,rail_komuter_utara,rail,8164
2023-04-04,rail_komuter_utara,rail,7198
2023-04-05,rail_komuter_utara,rail,7200
2023-04-06,rail_komuter_utara,rail,11077
2023-04-07,rail_komuter_utara,rail,13924
2023-04-08,rail_komuter_utara,rail,10463
2023-04-09,rail_komuter_utara,rail,12833
2023-04-10,rail_komuter_utara,rail,8828
2023-04-11,rail_komuter_utara,rail,7144
2023-04-12,rail_komuter_utara,rail,7768
2023-04-13,rail_komuter_utara,rail,11536
2023-04-14,rail_komuter_utara,rail,13683
2023-04-15,rail_komuter_utara,rail,11025
2023-04-16,rail_komuter_utara,rail,10743
2023-04-17,rail_komuter_utara,rail,8837
2023-04-18,rail_komuter_utara,rail,11995
2023-04-19,rail_komuter_utara,rail,13160
2023-04-20,rail_komuter_utara,rail,12722
2023-04-21,rail_komuter_utara,rail,6941
2023-04-22,rail_komuter_utara,rail,6766
2023-04-23,rail_komuter_utara,rail,10043
2023-04-24,rail_komuter_utara,rail,12704
2023-04-25,rail_komuter_utara,rail,12617
2023-04-26,rail_komuter_utara,rail,12081
2023-04-27,rail_komuter_utara,rail,12455
2023-04-28,rail_komuter_utara,rail,12595
2023-04-29,rail_komuter_utara,rail,13205
2023-04-30,rail_komuter_utara,rail,12855
2023-05-01,rail_komuter_utara,rail,17585
2023-05-02,rail_komuter_utara,rail,10334
2023-05-03,rail_komuter_utara,rail,11065
2023-05-04,rail_komuter_utara,rail,11523
2023-05-05,rail_komuter_utara,rail,12074
2023-05-06,rail_komuter_utara,rail,11899
2023-05-07,rail_komuter_utara,rail,12768
2023-05-08,rail_komuter_utara,rail,8831
2023-05-09,rail_komuter_utara,rail,7470
2023-05-10,rail_komuter_utara,rail,7869
2023-05-11,rail_komuter_utara,rail,10187
2023-05-12,rail_komuter_utara,rail,12639
2023-05-13,rail_komuter_utara,rail,11563
2023-05-14,rail_komuter_utara,rail,12497
2023-05-15,rail_komuter_utara,rail,9477
2023-05-16,rail_komuter_utara,rail,8323
2023-05-17,rail_komuter_utara,rail,8744
2023-05-18,rail_komuter_utara,rail,9689
2023-05-19,rail_komuter_utara,rail,11927
2023-05-20,rail_komuter_utara,rail,10962
2023-05-21,rail_komuter_utara,rail,11893
2023-05-22,rail_komuter_utara,rail,8783
2023-05-23,rail_komuter_utara,rail,7864
2023-05-24,rail_komuter_utara,rail,8360
2023-05-25,rail_komuter_utara,rail,12216
2023-05-26,rail_komuter_utara,rail,15320
2023-05-27,rail_komuter_utara,rail,13395
2023-05-28,rail_komuter_utara,rail,15188
2023-05-29,rail_komuter_utara,rail,13096
2023-05-30,rail_komuter_utara,rail,11823
2023-05-31,rail_komuter_utara,rail,4711
2023-06-01,rail_komuter_utara,rail,13569
2023-06-02,rail_komuter_utara,rail,14933
2023-06-03,rail_komuter_utara,rail,14786
2023-06-04,rail_komuter_utara,rail,13790
2023-06-05,rail_komuter_utara,rail,17544
2023-06-06,rail_komuter_utara,rail,10528
2023-06-07,rail_komuter_utara,rail,8723
2023-06-08,rail_komuter_utara,rail,9779
2023-06-09,rail_komuter_utara,rail,11411
2023-06-10,rail_komuter_utara,rail,10849
2023-06-11,rail_komuter_utara,rail,12064
2023-06-12,rail_komuter_utara,rail,9494
2023-06-13,rail_komuter_utara,rail,8409
2023-06-14,rail_komuter_utara,rail,8294
2023-06-15,rail_komuter_utara,rail,11126
2023-06-16,rail_komuter_utara,rail,12541
2023-06-17,rail_komuter_utara,rail,11108
2023-06-18,rail_komuter_utara,rail,13160
2023-06-19,rail_komuter_utara,rail,9586
2023-06-20,rail_komuter_utara,rail,8307
2023-06-21,rail_komuter_utara,rail,7678
2023-06-22,rail_komuter_utara,rail,9673
2023-06-23,rail_komuter_utara,rail,11975
2023-06-24,rail_komuter_utara,rail,11275
2023-06-25,rail_komuter_utara,rail,11483
2023-06-26,rail_komuter_utara,rail,11593
2023-06-27,rail_komuter_utara,rail,15223
2023-06-28,rail_komuter_utara,rail,15957
2023-06-29,rail_komuter_utara,rail,8662
2023-06-30,rail_komuter_utara,rail,11793
2023-07-01,rail_komuter_utara,rail,12803
2023-07-02,rail_komuter_utara,rail,18811
2023-07-03,rail_komuter_utara,rail,11182
2023-07-04,rail_komuter_utara,rail,9113
2023-07-05,rail_komuter_utara,rail,8649
2023-07-06,rail_komuter_utara,rail,11547
2023-07-07,rail_komuter_utara,rail,13511
2023-07-08,rail_komuter_utara,rail,12618
2023-07-09,rail_komuter_utara,rail,13214
2023-07-10,rail_komuter_utara,rail,9901
2023-07-11,rail_komuter_utara,rail,8086
2023-07-12,rail_komuter_utara,rail,7881
2023-07-13,rail_komuter_utara,rail,10281
2023-07-14,rail_komuter_utara,rail,12272
2023-07-15,rail_komuter_utara,rail,11590
2023-07-16,rail_komuter_utara,rail,12376
2023-07-17,rail_komuter_utara,rail,9461
2023-07-18,rail_komuter_utara,rail,9458
2023-07-19,rail_komuter_utara,rail,8477
2023-07-20,rail_komuter_utara,rail,10313
2023-07-21,rail_komuter_utara,rail,11573
2023-07-22,rail_komuter_utara,rail,10586
2023-07-23,rail_komuter_utara,rail,11717
2023-07-24,rail_komuter_utara,rail,9183
2023-07-25,rail_komuter_utara,rail,8267
2023-07-26,rail_komuter_utara,rail,8591
2023-07-27,rail_komuter_utara,rail,10510
2023-07-28,rail_komuter_utara,rail,13566
2023-07-29,rail_komuter_utara,rail,12754
2023-07-30,rail_komuter_utara,rail,13913
2023-07-31,rail_komuter_utara,rail,10486
2023-08-01,rail_komuter_utara,rail,9718
2023-08-02,rail_komuter_utara,rail,9585
2023-08-03,rail_komuter_utara,rail,11356
2023-08-04,rail_komuter_utara,rail,12895
2023-08-05,rail_komuter_utara,rail,11973
2023-08-06,rail_komuter_utara,rail,12766
2023-08-07,rail_komuter_utara,rail,9733
2023-08-08,rail_komuter_utara,rail,8717
2023-08-09,rail_komuter_utara,rail,9240
2023-08-10,rail_komuter_utara,rail,14089
2023-08-11,rail_komuter_utara,rail,15062
2023-08-12,rail_komuter_utara,rail,12181
2023-08-13,rail_komuter_utara,rail,15873
2023-08-14,rail_komuter_utara,rail,10206
2023-08-15,rail_komuter_utara,rail,8238
2023-08-16,rail_komuter_utara,rail,7934
2023-08-17,rail_komuter_utara,rail,9414
2023-08-18,rail_komuter_utara,rail,11386
2023-08-19,rail_komuter_utara,rail,11255
2023-08-20,rail_komuter_utara,rail,11786
2023-08-21,rail_komuter_utara,rail,9039
2023-08-22,rail_komuter_utara,rail,7906
2023-08-23,rail_komuter_utara,rail,8437
2023-08-24,rail_komuter_utara,rail,10849
2023-08-25,rail_komuter_utara,rail,13606
2023-08-26,rail_komuter_utara,rail,13542
2023-08-27,rail_komuter_utara,rail,15334
2023-08-28,rail_komuter_utara,rail,13263
2023-08-29,rail_komuter_utara,rail,13317
2023-08-30,rail_komuter_utara,rail,17998
2023-08-31,rail_komuter_utara,rail,15560
2023-09-01,rail_komuter_utara,rail,15171
2023-09-02,rail_komuter_utara,rail,14945
2023-09-03,rail_komuter_utara,rail,15575
2023-09-04,rail_komuter_utara,rail,9511
2023-09-05,rail_komuter_utara,rail,8361
2023-09-06,rail_komuter_utara,rail,8403
2023-09-07,rail_komuter_utara,rail,10483
2023-09-08,rail_komuter_utara,rail,13109
2023-09-09,rail_komuter_utara,rail,11573
2023-09-10,rail_komuter_utara,rail,12539
2023-09-11,rail_komuter_utara,rail,9455
2023-09-12,rail_komuter_utara,rail,8472
