date,mode,system,trips
2023-02-21,rail_ets,rail,10320
2023-02-22,rail_ets,rail,10415
2023-02-23,rail_ets,rail,11461
2023-02-24,rail_ets,rail,13289
2023-02-25,rail_ets,rail,12975
2023-02-26,rail_ets,rail,13026
2023-02-27,rail_ets,rail,11758
2023-02-28,rail_ets,rail,10897
2023-03-01,rail_ets,rail,11024
2023-03-02,rail_ets,rail,11458
2023-03-03,rail_ets,rail,13146
2023-03-04,rail_ets,rail,12783
2023-03-05,rail_ets,rail,12938
2023-03-06,rail_ets,rail,11831
2023-03-07,rail_ets,rail,10996
2023-03-08,rail_ets,rail,11023
2023-03-09,rail_ets,rail,11763
2023-03-10,rail_ets,rail,13415
2023-03-11,rail_ets,rail,12758
2023-03-12,rail_ets,rail,13055
2023-03-13,rail_ets,rail,11865
2023-03-14,rail_ets,rail,10927
2023-03-15,rail_ets,rail,10946
2023-03-16,rail_ets,rail,11482
2023-03-17,rail_ets,rail,13112
2023-03-18,rail_ets,rail,12746
2023-03-19,rail_ets,rail,13260
2023-03-20,rail_ets,rail,10964
2023-03-21,rail_ets,rail,8371
2023-03-22,rail_ets,rail,9219
2023-03-23,rail_ets,rail,9737
2023-03-24,rail_ets,rail,11610
2023-03-25,rail_ets,rail,10944
2023-03-26,rail_ets,rail,12333
2023-03-27,rail_ets,rail,10000
2023-03-28,rail_ets,rail,6945
2023-03-29,rail_ets,rail,6720
2023-03-30,rail_ets,rail,9362
2023-03-31,rail_ets,rail,12005
2023-04-01,rail_ets,rail,10987
2023-04-02,rail_ets,rail,12160
2023-04-03,rail_ets,rail,9730
2023-04-04,rail_ets,rail,7228
2023-04-05,rail_ets,rail,6875
2023-04-06,rail_ets,rail,9858
2023-04-07,rail_ets,rail,12350
2023-04-08,rail_ets,rail,10675
2023-04-09,rail_ets,rail,12351
2023-04-10,rail_ets,rail,9999
2023-04-11,rail_ets,rail,7898
2023-04-12,rail_ets,rail,8130
2023-04-13,rail_ets,rail,10993
2023-04-14,rail_ets,rail,12823
2023-04-15,rail_ets,rail,12194
2023-04-16,rail_ets,rail,11837
2023-04-17,rail_ets,rail,10732
2023-04-18,rail_ets,rail,11716
2023-04-19,rail_ets,rail,13599
2023-04-20,rail_ets,rail,13884
2023-04-21,rail_ets,rail,13537
2023-04-22,rail_ets,rail,12251
2023-04-23,rail_ets,rail,13218
2023-04-24,rail_ets,rail,13745
2023-04-25,rail_ets,rail,13423
2023-04-26,rail_ets,rail,11534
2023-04-27,rail_ets,rail,11671
2023-04-28,rail_ets,rail,13650
2023-04-29,rail_ets,rail,13613
2023-04-30,rail_ets,rail,13983
2023-05-01,rail_ets,rail,14584
2023-05-02,rail_ets,rail,11534
2023-05-03,rail_ets,rail,10967
2023-05-04,rail_ets,rail,11027
2023-05-05,rail_ets,rail,11341
2023-05-06,rail_ets,rail,11514
2023-05-07,rail_ets,rail,12101
2023-05-08,rail_ets,rail,10384
2023-05-09,rail_ets,rail,7634
2023-05-10,rail_ets,rail,7951
2023-05-11,rail_ets,rail,9595
2023-05-12,rail_ets,rail,12162
2023-05-13,rail_ets,rail,11360
2023-05-14,rail_ets,rail,11892
2023-05-15,rail_ets,rail,10475
2023-05-16,rail_ets,rail,7476
2023-05-17,rail_ets,rail,7714
2023-05-18,rail_ets,rail,9541
2023-05-19,rail_ets,rail,11899
2023-05-20,rail_ets,rail,11420
2023-05-21,rail_ets,rail,11793
2023-05-22,rail_ets,rail,10360
2023-05-23,rail_ets,rail,8229
2023-05-24,rail_ets,rail,8678
2023-05-25,rail_ets,rail,11362
2023-05-26,rail_ets,rail,13820
2023-05-27,rail_ets,rail,13185
2023-05-28,rail_ets,rail,13030
2023-05-29,rail_ets,rail,12789
2023-05-30,rail_ets,rail,12488
2023-05-31,rail_ets,rail,11995
2023-06-01,rail_ets,rail,13028
2023-06-02,rail_ets,rail,13546
2023-06-03,rail_ets,rail,13121
2023-06-04,rail_ets,rail,13022
2023-06-05,rail_ets,rail,13518
2023-06-06,rail_ets,rail,11712
2023-06-07,rail_ets,rail,9942
2023-06-08,rail_ets,rail,9823
2023-06-09,rail_ets,rail,11664
2023-06-10,rail_ets,rail,11417
2023-06-11,rail_ets,rail,11788
2023-06-12,rail_ets,rail,10525
2023-06-13,rail_ets,rail,8223
2023-06-14,rail_ets,rail,8512
2023-06-15,rail_ets,rail,10106
2023-06-16,rail_ets,rail,11875
2023-06-17,rail_ets,rail,11650
2023-06-18,rail_ets,rail,11953
2023-06-19,rail_ets,rail,11082
2023-06-20,rail_ets,rail,8549
2023-06-21,rail_ets,rail,8892
2023-06-22,rail_ets,rail,10935
2023-06-23,rail_ets,rail,12480
2023-06-24,rail_ets,rail,12082
2023-06-25,rail_ets,rail,11759
2023-06-26,rail_ets,rail,11357
2023-06-27,rail_ets,rail,13424
2023-06-28,rail_ets,rail,13881
2023-06-29,rail_ets,rail,12455
2023-06-30,rail_ets,rail,13400
2023-07-01,rail_ets,rail,13735
2023-07-02,rail_ets,rail,14428
2023-07-03,rail_ets,rail,11903
2023-07-04,rail_ets,rail,9906
2023-07-05,rail_ets,rail,8811
2023-07-06,rail_ets,rail,10245
2023-07-07,rail_ets,rail,12015
2023-07-08,rail_ets,rail,11676
2023-07-09,rail_ets,rail,11996
2023-07-10,rail_ets,rail,11082
2023-07-11,rail_ets,rail,9010
2023-07-12,rail_ets,rail,9132
2023-07-13,rail_ets,rail,10700
2023-07-14,rail_ets,rail,12271
2023-07-15,rail_ets,rail,11868
2023-07-16,rail_ets,rail,11885
2023-07-17,rail_ets,rail,11269
2023-07-18,rail_ets,rail,10573
2023-07-19,rail_ets,rail,10928
2023-07-20,rail_ets,rail,10749
2023-07-21,rail_ets,rail,12074
2023-07-22,rail_ets,rail,11669
2023-07-23,rail_ets,rail,12164
2023-07-24,rail_ets,rail,10910
2023-07-25,rail_ets,rail,9743
2023-07-26,rail_ets,rail,10016
2023-07-27,rail_ets,rail,11166
2023-07-28,rail_ets,rail,12452
2023-07-29,rail_ets,rail,11911
2023-07-30,rail_ets,rail,12089
2023-07-31,rail_ets,rail,11209
2023-08-01,rail_ets,rail,9277
2023-08-02,rail_ets,rail,9232
2023-08-03,rail_ets,rail,10354
2023-08-04,rail_ets,rail,12023
2023-08-05,rail_ets,rail,11804
2023-08-06,rail_ets,rail,11811
2023-08-07,rail_ets,rail,10875
2023-08-08,rail_ets,rail,9527
2023-08-09,rail_ets,rail,10246
2023-08-10,rail_ets,rail,11557
2023-08-11,rail_ets,rail,12954
2023-08-12,rail_ets,rail,12242
2023-08-13,rail_ets,rail,13083
2023-08-14,rail_ets,rail,11278
2023-08-15,rail_ets,rail,9895
2023-08-16,rail_ets,rail,9305
2023-08-17,rail_ets,rail,10449
2023-08-18,rail_ets,rail,11828
2023-08-19,rail_ets,rail,11551
2023-08-20,rail_ets,rail,11606
2023-08-21,rail_ets,rail,10681
2023-08-22,rail_ets,rail,8773
2023-08-23,rail_ets,rail,9191
2023-08-24,rail_ets,rail,10896
2023-08-25,rail_ets,rail,13271
2023-08-26,rail_ets,rail,12573
2023-08-27,rail_ets,rail,12635
2023-08-28,rail_ets,rail,12493
2023-08-29,rail_ets,rail,12540
2023-08-30,rail_ets,rail,12999
2023-08-31,rail_ets,rail,12967
2023-09-01,rail_ets,rail,12890
2023-09-02,rail_ets,rail,12608
2023-09-03,rail_ets,rail,13116
2023-09-04,rail_ets,rail,11270
2023-09-05,rail_ets,rail,9061
2023-09-06,rail_ets,rail,8590
2023-09-07,rail_ets,rail,10127
2023-09-08,rail_ets,rail,12158
2023-09-09,rail_ets,rail,11481
2023-09-10,rail_ets,rail,11925
2023-09-11,rail_ets,rail,10570
2023-09-12,rail_ets,rail,8035
2023-09-13,rail_ets,rail,9064
2023-09-14,rail_ets,rail,10824
2023-09-15,rail_ets,rail,12385
2023-09-16,rail_ets,rail,11990
2023-09-17,rail_ets,rail,12128
2023-09-18,rail_ets,rail,11345
2023-09-19,rail_ets,rail,8888
2023-09-20,rail_ets,rail,9050
2023-09-21,rail_ets,rail,10084
2023-09-22,rail_ets,rail,11602
2023-09-23,rail_ets,rail,11433
2023-09-24,rail_ets,rail,11513
2023-09-25,rail_ets,rail,10715
2023-09-26,rail_ets,rail,9692
2023-09-27,rail_ets,rail,11477
2023-09-28,rail_ets,rail,11956
2023-09-29,rail_ets,rail,12109
2023-09-30,rail_ets,rail,11917
2023-10-01,rail_ets,rail,12281
2023-10-02,rail_ets,rail,11218
2023-10-03,rail_ets,rail,9109
2023-10-04,rail_ets,rail,8355
2023-10-05,rail_ets,rail,10339
2023-10-06,rail_ets,rail,12073
2023-10-07,rail_ets,rail,11759
2023-10-08,rail_ets,rail,11987
2023-10-09,rail_ets,rail,10689
2023-10-10,rail_ets,rail,8994
2023-10-11,rail_ets,rail,8782
2023-10-12,rail_ets,rail,10647
2023-10-13,rail_ets,rail,12465
2023-10-14,rail_ets,rail,11912
2023-10-15,rail_ets,rail,12159
2023-10-16,rail_ets,rail,11004
2023-10-17,rail_ets,rail,8417
2023-10-18,rail_ets,rail,8878
2023-10-19,rail_ets,rail,10504
2023-10-20,rail_ets,rail,12054
2023-10-21,rail_ets,rail,11746
2023-10-22,rail_ets,rail,12231
2023-10-23,rail_ets,rail,10824
2023-10-24,rail_ets,rail,8750
2023-10-25,rail_ets,rail,8808
2023-10-26,rail_ets,rail,10491
2023-10-27,rail_ets,rail,12235
2023-10-28,rail_ets,rail,11975
2023-10-29,rail_ets,rail,12205
2023-10-30,rail_ets,rail,10819
2023-10-31,rail_ets,rail,8525
2023-11-01,rail_ets,rail,8684
2023-11-02,rail_ets,rail,11272
2023-11-03,rail_ets,rail,12370
2023-11-04,rail_ets,rail,11463
2023-11-05,rail_ets,rail,12421
2023-11-06,rail_ets,rail,10847
2023-11-07,rail_ets,rail,8998
2023-11-08,rail_ets,rail,10377
2023-11-09,rail_ets,rail,13091
2023-11-10,rail_ets,rail,14277
2023-11-11,rail_ets,rail,13436
2023-11-12,rail_ets,rail,12730
2023-11-13,rail_ets,rail,13204
2023-11-14,rail_ets,rail,12316
2023-11-15,rail_ets,rail,11393
2023-11-16,rail_ets,rail,11176
2023-11-17,rail_ets,rail,12012
2023-11-18,rail_ets,rail,11916
2023-11-19,rail_ets,rail,12196
2023-11-20,rail_ets,rail,11161
2023-11-21,rail_ets,rail,9672
2023-11-22,rail_ets,rail,9907
2023-11-23,rail_ets,rail,11027
2023-11-24,rail_ets,rail,12204
2023-11-25,rail_ets,rail,12085
2023-11-26,rail_ets,rail,11964
2023-11-27,rail_ets,rail,11515
2023-11-28,rail_ets,rail,10057
2023-11-29,rail_ets,rail,9856
2023-11-30,rail_ets,rail,11031
2023-12-01,rail_ets,rail,12495
2023-12-02,rail_ets,rail,11873
2023-12-03,rail_ets,rail,12160
2023-12-04,rail_ets,rail,11176
2023-12-05,rail_ets,rail,9448
2023-12-06,rail_ets,rail,9513
2023-12-07,rail_ets,rail,11229
2023-12-08,rail_ets,rail,12528
2023-12-09,rail_ets,rail,12014
2023-12-10,rail_ets,rail,12004
2023-12-11,rail_ets,rail,11624
2023-12-12,rail_ets,rail,10616
2023-12-13,rail_ets,rail,9836
2023-12-14,rail_ets,rail,11393
2023-12-15,rail_ets,rail,13180
2023-12-16,rail_ets,rail,12600
2023-12-17,rail_ets,rail,12832
2023-12-18,rail_ets,rail,12609
2023-12-19,rail_ets,rail,12445
2023-12-20,rail_ets,rail,12619
2023-12-21,rail_ets,rail,13069
2023-12-22,rail_ets,rail,13823
2023-12-23,rail_ets,rail,13083
2023-12-24,rail_ets,rail,12886
2023-12-25,rail_ets,rail,13089
2023-12-26,rail_ets,rail,12879
2023-12-27,rail_ets,rail,12530
2023-12-28,rail_ets,rail,13009
2023-12-29,rail_ets,rail,13154
2023-12-30,rail_ets,rail,12960
2023-12-31,rail_ets,rail,12895
2024-01-01,rail_ets,rail,13418
2024-01-02,rail_ets,rail,11678
2024-01-03,rail_ets,rail,9904
2024-01-04,rail_ets,rail,9136
2024-01-05,rail_ets,rail,10917
2024-01-06,rail_ets,rail,10871
2024-01-07,rail_ets,rail,11308
2024-01-08,rail_ets,rail,9335
2024-01-09,rail_ets,rail,7877
2024-01-10,rail_ets,rail,8684
2024-01-11,rail_ets,rail,9844
2024-01-12,rail_ets,rail,11570
2024-01-13,rail_ets,rail,10855
2024-01-14,rail_ets,rail,11271
2024-01-15,rail_ets,rail,10340
2024-01-16,rail_ets,rail,8285
2024-01-17,rail_ets,rail,7982
2024-01-18,rail_ets,rail,10236
2024-01-19,rail_ets,rail,11696
2024-01-20,rail_ets,rail,11687
2024-01-21,rail_ets,rail,11363
2024-01-22,rail_ets,rail,10365
2024-01-23,rail_ets,rail,9891
2024-01-24,rail_ets,rail,11943
2024-01-25,rail_ets,rail,11564
2024-01-26,rail_ets,rail,12321
2024-01-27,rail_ets,rail,12191
2024-01-28,rail_ets,rail,12990
2024-01-29,rail_ets,rail,10944
2024-01-30,rail_ets,rail,9049
2024-01-31,rail_ets,rail,9627
2024-02-01,rail_ets,rail,9927
2024-02-02,rail_ets,rail,11324
2024-02-03,rail_ets,rail,11402
2024-02-04,rail_ets,rail,11733
2024-02-05,rail_ets,rail,11040
2024-02-06,rail_ets,rail,10605
2024-02-07,rail_ets,rail,13294
2024-02-08,rail_ets,rail,14343
2024-02-09,rail_ets,rail,14591
2024-02-10,rail_ets,rail,14032
2024-02-11,rail_ets,rail,14118
2024-02-12,rail_ets,rail,14463
2024-02-13,rail_ets,rail,14142
2024-02-14,rail_ets,rail,12719
2024-02-15,rail_ets,rail,12750
2024-02-16,rail_ets,rail,12909
2024-02-17,rail_ets,rail,12708
2024-02-18,rail_ets,rail,13252
2024-02-19,rail_ets,rail,12418
2024-02-20,rail_ets,rail,11762
2024-02-21,rail_ets,rail,12072
2024-02-22,rail_ets,rail,12531
2024-02-23,rail_ets,rail,12949
2024-02-24,rail_ets,rail,12833
2024-02-25,rail_ets,rail,12860
2024-02-26,rail_ets,rail,12689
2024-02-27,rail_ets,rail,12451
2024-02-28,rail_ets,rail,12258
2024-02-29,rail_ets,rail,12844
2024-03-01,rail_ets,rail,13391
2024-03-02,rail_ets,rail,12726
2024-03-03,rail_ets,rail,12857
2024-03-04,rail_ets,rail,12669
2024-03-05,rail_ets,rail,12105
2024-03-06,rail_ets,rail,12186
2024-03-07,rail_ets,rail,12212
2024-03-08,rail_ets,rail,12844
2024-03-09,rail_ets,rail,12778
2024-03-10,rail_ets,rail,12947
2024-03-11,rail_ets,rail,10879
2024-03-12,rail_ets,rail,7274
2024-03-13,rail_ets,rail,7915
2024-03-14,rail_ets,rail,9473
2024-03-15,rail_ets,rail,11585
2024-03-16,rail_ets,rail,10279
2024-03-17,rail_ets,rail,11879
2024-03-18,rail_ets,rail,9532
2024-03-19,rail_ets,rail,7216
2024-03-20,rail_ets,rail,6874
2024-03-21,rail_ets,rail,8684
2024-03-22,rail_ets,rail,11625
2024-03-23,rail_ets,rail,10328
2024-03-24,rail_ets,rail,11820
2024-03-25,rail_ets,rail,9956
2024-03-26,rail_ets,rail,8125
2024-03-27,rail_ets,rail,10339
2024-03-28,rail_ets,rail,10600
2024-03-29,rail_ets,rail,11535
2024-03-30,rail_ets,rail,11653
2024-03-31,rail_ets,rail,11979
2024-04-01,rail_ets,rail,10369
2024-04-02,rail_ets,rail,8429
2024-04-03,rail_ets,rail,9613
2024-04-04,rail_ets,rail,12417
2024-04-05,rail_ets,rail,14205
2024-04-06,rail_ets,rail,13399
2024-04-07,rail_ets,rail,13021
2024-04-08,rail_ets,rail,12437
2024-04-09,rail_ets,rail,13167
2024-04-10,rail_ets,rail,13232
2024-04-11,rail_ets,rail,13661
2024-04-12,rail_ets,rail,13467
2024-04-13,rail_ets,rail,13760
2024-04-14,rail_ets,rail,14443
2024-04-15,rail_ets,rail,13017
2024-04-16,rail_ets,rail,10542
2024-04-17,rail_ets,rail,9386
2024-04-18,rail_ets,rail,10028
2024-04-19,rail_ets,rail,11651
2024-04-20,rail_ets,rail,11635
2024-04-21,rail_ets,rail,12151
2024-04-22,rail_ets,rail,10320
2024-04-23,rail_ets,rail,7994
2024-04-24,rail_ets,rail,8076
2024-04-25,rail_ets,rail,10546
2024-04-26,rail_ets,rail,12084
2024-04-27,rail_ets,rail,11864
2024-04-28,rail_ets,rail,11982
2024-04-29,rail_ets,rail,10795
2024-04-30,rail_ets,rail,10345
2024-05-01,rail_ets,rail,11480
2024-05-02,rail_ets,rail,10473
2024-05-03,rail_ets,rail,11829
2024-05-04,rail_ets,rail,11828
2024-05-05,rail_ets,rail,12149
2024-05-06,rail_ets,rail,10839
2024-05-07,rail_ets,rail,8722
2024-05-08,rail_ets,rail,8555
2024-05-09,rail_ets,rail,10275
2024-05-10,rail_ets,rail,12098
2024-05-11,rail_ets,rail,11801
2024-05-12,rail_ets,rail,12051
2024-05-13,rail_ets,rail,10705
2024-05-14,rail_ets,rail,8511
2024-05-15,rail_ets,rail,8465
2024-05-16,rail_ets,rail,10233
2024-05-17,rail_ets,rail,11765
2024-05-18,rail_ets,rail,11758
2024-05-19,rail_ets,rail,12119
2024-05-20,rail_ets,rail,10883
2024-05-21,rail_ets,rail,10271
2024-05-22,rail_ets,rail,11140
2024-05-23,rail_ets,rail,11335
2024-05-24,rail_ets,rail,13335
2024-05-25,rail_ets,rail,12809
2024-05-26,rail_ets,rail,12753
2024-05-27,rail_ets,rail,12553
2024-05-28,rail_ets,rail,12441
2024-05-29,rail_ets,rail,12639
2024-05-30,rail_ets,rail,12687
2024-05-31,rail_ets,rail,12937
2024-06-01,rail_ets,rail,12882
2024-06-02,rail_ets,rail,12900
2024-06-03,rail_ets,rail,13276
2024-06-04,rail_ets,rail,11472
2024-06-05,rail_ets,rail,9757
2024-06-06,rail_ets,rail,10066
2024-06-07,rail_ets,rail,11325
2024-06-08,rail_ets,rail,11536
2024-06-09,rail_ets,rail,11643
2024-06-10,rail_ets,rail,10912
2024-06-11,rail_ets,rail,9758
2024-06-12,rail_ets,rail,10343
2024-06-13,rail_ets,rail,13174
2024-06-14,rail_ets,rail,14461
2024-06-15,rail_ets,rail,13880
2024-06-16,rail_ets,rail,13089
2024-06-17,rail_ets,rail,13724
2024-06-18,rail_ets,rail,14016
2024-06-19,rail_ets,rail,11755
2024-06-20,rail_ets,rail,11266
2024-06-21,rail_ets,rail,12393
2024-06-22,rail_ets,rail,12448
2024-06-23,rail_ets,rail,12558
2024-06-24,rail_ets,rail,10911
2024-06-25,rail_ets,rail,9560
2024-06-26,rail_ets,rail,9368
2024-06-27,rail_ets,rail,10671
2024-06-28,rail_ets,rail,11892
2024-06-29,rail_ets,rail,11648
2024-06-30,rail_ets,rail,11899
2024-07-01,rail_ets,rail,10963
2024-07-02,rail_ets,rail,9019
2024-07-03,rail_ets,rail,9750
2024-07-04,rail_ets,rail,11175
2024-07-05,rail_ets,rail,13441
2024-07-06,rail_ets,rail,12845
2024-07-07,rail_ets,rail,12791
2024-07-08,rail_ets,rail,12919
2024-07-09,rail_ets,rail,11480
2024-07-10,rail_ets,rail,11005
2024-07-11,rail_ets,rail,11135
2024-07-12,rail_ets,rail,11997
2024-07-13,rail_ets,rail,11717
2024-07-14,rail_ets,rail,11880
2024-07-15,rail_ets,rail,11246
2024-07-16,rail_ets,rail,9976
2024-07-17,rail_ets,rail,9975
2024-07-18,rail_ets,rail,10930
2024-07-19,rail_ets,rail,11896
2024-07-20,rail_ets,rail,11742
2024-07-21,rail_ets,rail,11745
2024-07-22,rail_ets,rail,11219
2024-07-23,rail_ets,rail,10176
2024-07-24,rail_ets,rail,10262
2024-07-25,rail_ets,rail,11174
2024-07-26,rail_ets,rail,12049
2024-07-27,rail_ets,rail,11714
2024-07-28,rail_ets,rail,12042
2024-07-29,rail_ets,rail,11250
2024-07-30,rail_ets,rail,9939
2024-07-31,rail_ets,rail,9836
2024-08-01,rail_ets,rail,10786
2024-08-02,rail_ets,rail,11780
2024-08-03,rail_ets,rail,11737
2024-08-04,rail_ets,rail,11744
2024-08-05,rail_ets,rail,11081
2024-08-06,rail_ets,rail,9775
2024-08-07,rail_ets,rail,10050
2024-08-08,rail_ets,rail,10945
2024-08-09,rail_ets,rail,12100
2024-08-10,rail_ets,rail,11688
2024-08-11,rail_ets,rail,11989
2024-08-12,rail_ets,rail,11223
2024-08-13,rail_ets,rail,9958
2024-08-14,rail_ets,rail,9939
2024-08-15,rail_ets,rail,10815
2024-08-16,rail_ets,rail,11797
2024-08-17,rail_ets,rail,11334
2024-08-18,rail_ets,rail,11846
2024-08-19,rail_ets,rail,10995
2024-08-20,rail_ets,rail,9351
2024-08-21,rail_ets,rail,9320
2024-08-22,rail_ets,rail,10627
2024-08-23,rail_ets,rail,11802
2024-08-24,rail_ets,rail,11376
2024-08-25,rail_ets,rail,11753
2024-08-26,rail_ets,rail,10829
2024-08-27,rail_ets,rail,8897
2024-08-28,rail_ets,rail,9106
2024-08-29,rail_ets,rail,10694
2024-08-30,rail_ets,rail,12084
2024-08-31,rail_ets,rail,11304
2024-09-01,rail_ets,rail,11834
2024-09-02,rail_ets,rail,11185
2024-09-03,rail_ets,rail,9379
2024-09-04,rail_ets,rail,8918
2024-09-05,rail_ets,rail,10285
2024-09-06,rail_ets,rail,11471
2024-09-07,rail_ets,rail,11297
2024-09-08,rail_ets,rail,11558
2024-09-09,rail_ets,rail,10835
2024-09-10,rail_ets,rail,9225
2024-09-11,rail_ets,rail,10554
2024-09-12,rail_ets,rail,11312
2024-09-13,rail_ets,rail,13366
2024-09-14,rail_ets,rail,12975
2024-09-15,rail_ets,rail,12571
2024-09-16,rail_ets,rail,12767
2024-09-17,rail_ets,rail,12569
2024-09-18,rail_ets,rail,12463
2024-09-19,rail_ets,rail,12391
2024-09-20,rail_ets,rail,12619
2024-09-21,rail_ets,rail,12431
2024-09-22,rail_ets,rail,12689
2024-09-23,rail_ets,rail,11154
2024-09-24,rail_ets,rail,9143
2024-09-25,rail_ets,rail,9064
2024-09-26,rail_ets,rail,10162
2024-09-27,rail_ets,rail,11485
2024-09-28,rail_ets,rail,11466
2024-09-29,rail_ets,rail,11639
2024-09-30,rail_ets,rail,10581
2024-10-01,rail_ets,rail,8926
2024-10-02,rail_ets,rail,8949
2024-10-03,rail_ets,rail,10617
2024-10-04,rail_ets,rail,11911
2024-10-05,rail_ets,rail,11516
2024-10-06,rail_ets,rail,11807
2024-10-07,rail_ets,rail,10822
2024-10-08,rail_ets,rail,8974
2024-10-09,rail_ets,rail,9228
2024-10-10,rail_ets,rail,10414
2024-10-11,rail_ets,rail,11683
2024-10-12,rail_ets,rail,11514
2024-10-13,rail_ets,rail,12079
2024-10-14,rail_ets,rail,10474
2024-10-15,rail_ets,rail,8529
2024-10-16,rail_ets,rail,8069
2024-10-17,rail_ets,rail,9769
2024-10-18,rail_ets,rail,11685
2024-10-19,rail_ets,rail,10762
2024-10-20,rail_ets,rail,11393
2024-10-21,rail_ets,rail,10180
2024-10-22,rail_ets,rail,7801
2024-10-23,rail_ets,rail,8546
2024-10-24,rail_ets,rail,10220
2024-10-25,rail_ets,rail,11815
2024-10-26,rail_ets,rail,11754
2024-10-27,rail_ets,rail,11543
2024-10-28,rail_ets,rail,11416
2024-10-29,rail_ets,rail,12413
2024-10-30,rail_ets,rail,13821
2024-10-31,rail_ets,rail,13205
2024-11-01,rail_ets,rail,12729
2024-11-02,rail_ets,rail,12960
2024-11-03,rail_ets,rail,13750
2024-11-04,rail_ets,rail,11722
2024-11-05,rail_ets,rail,10118
2024-11-06,rail_ets,rail,8966
2024-11-07,rail_ets,rail,10064
2024-11-08,rail_ets,rail,11491
2024-11-09,rail_ets,rail,11387
2024-11-10,rail_ets,rail,11556
2024-11-11,rail_ets,rail,10743
2024-11-12,rail_ets,rail,9509
2024-11-13,rail_ets,rail,9408
2024-11-14,rail_ets,rail,10946
2024-11-15,rail_ets,rail,12496
2024-11-16,rail_ets,rail,11816
2024-11-17,rail_ets,rail,11984
2024-11-18,rail_ets,rail,11050
2024-11-19,rail_ets,rail,9160
2024-11-20,rail_ets,rail,9694
2024-11-21,rail_ets,rail,10805
2024-11-22,rail_ets,rail,11934
2024-11-23,rail_ets,rail,11829
2024-11-24,rail_ets,rail,12241
2024-11-25,rail_ets,rail,11432
2024-11-26,rail_ets,rail,9873
2024-11-27,rail_ets,rail,10199
2024-11-28,rail_ets,rail,11176
2024-11-29,rail_ets,rail,12263
2024-11-30,rail_ets,rail,11792
2024-12-01,rail_ets,rail,11899
2024-12-02,rail_ets,rail,11296
2024-12-03,rail_ets,rail,9915
2024-12-04,rail_ets,rail,10025
2024-12-05,rail_ets,rail,11125
2024-12-06,rail_ets,rail,11994
2024-12-07,rail_ets,rail,11789
2024-12-08,rail_ets,rail,12097
2024-12-09,rail_ets,rail,11286
2024-12-10,rail_ets,rail,10525
2024-12-11,rail_ets,rail,10367
2024-12-12,rail_ets,rail,10790
2024-12-13,rail_ets,rail,11727
2024-12-14,rail_ets,rail,11490
2024-12-15,rail_ets,rail,11789
2024-12-16,rail_ets,rail,11295
2024-12-17,rail_ets,rail,10590
2024-12-18,rail_ets,rail,11224
2024-12-19,rail_ets,rail,12105
2024-12-20,rail_ets,rail,13573
2024-12-21,rail_ets,rail,12912
2024-12-22,rail_ets,rail,12782
2024-12-23,rail_ets,rail,12606
2024-12-24,rail_ets,rail,12653
2024-12-25,rail_ets,rail,12657
2024-12-26,rail_ets,rail,12637
2024-12-27,rail_ets,rail,12686
2024-12-28,rail_ets,rail,12772
2024-12-29,rail_ets,rail,13099
2024-12-30,rail_ets,rail,11551
2024-12-31,rail_ets,rail,11051
2025-01-01,rail_ets,rail,11434
2025-01-02,rail_ets,rail,11010
2025-01-03,rail_ets,rail,11331
2025-01-04,rail_ets,rail,11286
2025-01-05,rail_ets,rail,11804
2025-01-06,rail_ets,rail,10101
2025-01-07,rail_ets,rail,8217
2025-01-08,rail_ets,rail,8264
2025-01-09,rail_ets,rail,9694
2025-01-10,rail_ets,rail,11239
2025-01-11,rail_ets,rail,11223
2025-01-12,rail_ets,rail,11490
2025-01-13,rail_ets,rail,10099
2025-01-14,rail_ets,rail,8103
2025-01-15,rail_ets,rail,8852
2025-01-16,rail_ets,rail,9980
2025-01-17,rail_ets,rail,12152
2025-01-18,rail_ets,rail,12042
2025-01-19,rail_ets,rail,12081
2025-01-20,rail_ets,rail,11951
2025-01-21,rail_ets,rail,11268
2025-01-22,rail_ets,rail,11566
2025-01-23,rail_ets,rail,12741
2025-01-24,rail_ets,rail,13009
2025-01-25,rail_ets,rail,12839
2025-01-26,rail_ets,rail,12761
2025-01-27,rail_ets,rail,12813
2025-01-28,rail_ets,rail,13243
2025-01-29,rail_ets,rail,12880
2025-01-30,rail_ets,rail,13724
2025-01-31,rail_ets,rail,13699
2025-02-01,rail_ets,rail,13667
2025-02-02,rail_ets,rail,14009
2025-02-03,rail_ets,rail,11957
2025-02-04,rail_ets,rail,11444
2025-02-05,rail_ets,rail,11419
2025-02-06,rail_ets,rail,11681
2025-02-07,rail_ets,rail,12894
2025-02-08,rail_ets,rail,12765
2025-02-09,rail_ets,rail,12805
2025-02-10,rail_ets,rail,11772
2025-02-11,rail_ets,rail,11614
2025-02-12,rail_ets,rail,11219
2025-02-13,rail_ets,rail,11558
2025-02-14,rail_ets,rail,12713
2025-02-15,rail_ets,rail,12458
2025-02-16,rail_ets,rail,12545
2025-02-17,rail_ets,rail,11022
2025-02-18,rail_ets,rail,9559
2025-02-19,rail_ets,rail,9622
2025-02-20,rail_ets,rail,10571
2025-02-21,rail_ets,rail,11728
2025-02-22,rail_ets,rail,11707
2025-02-23,rail_ets,rail,11990
2025-02-24,rail_ets,rail,10785
2025-02-25,rail_ets,rail,9955
